state	year	month	date	pollster	pollster_safe	purchaser	purchaser_safe
berlin	2012	7	27.07.2012	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2012	7	02.07.2012	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2012	6	13.06.2012	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2012	5	28.05.2012	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2012	5	03.05.2012	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2012	4	18.04.2012	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2012	4	02.04.2012	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2012	2	28.02.2012	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2012	1	30.01.2012	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	12	30.12.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	12	07.12.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	11	28.11.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	10	31.10.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	10	05.10.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	9	15.09.2011	INFO GmbH	infogmbh	Berliner Kurier,Berl. Rundf. 91,4	berlinerkurier_berlrundf91_4
berlin	2011	9	09.09.2011	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
berlin	2011	9	08.09.2011	Infratestdimap	infratestdimap	ARD	ard
berlin	2011	9	04.09.2011	Emnid	emnid	Focus	focus
berlin	2011	9	02.09.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	8	30.08.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	8	30.08.2011	Emnid	emnid	B.Z. (Quelle)	bz
berlin	2011	8	26.08.2011	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
berlin	2011	8	18.08.2011	INFO GmbH	infogmbh	Berliner Kurier,Berl. Rundf. 91,4	berlinerkurier_berlrundf91_4
berlin	2011	8	10.08.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	7	31.07.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	7	21.07.2011	INFO GmbH	infogmbh	Berliner Kurier,Berl. Rundf. 91,4	berlinerkurier_berlrundf91_4
berlin	2011	7	17.07.2011	Emnid	emnid	Focus	focus
berlin	2011	7	06.07.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	7	04.07.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	6	17.06.2011	INFO GmbH	infogmbh	Berliner Kurier,Berl. Rundf. 91,4	berlinerkurier_berlrundf91_4
berlin	2011	6	08.06.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	5	29.05.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	5	20.05.2011	INFO GmbH	infogmbh	BerlinerKurier	berlinerkurier
berlin	2011	5	11.05.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	5	01.05.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	4	23.04.2011	INFO GmbH	infogmbh	BerlinerKurier	berlinerkurier
berlin	2011	4	10.04.2011	Emnid	emnid	Focus	focus
berlin	2011	4	06.04.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	3	31.03.2011	INFO GmbH	infogmbh	BerlinerKurier	berlinerkurier
berlin	2011	3	26.03.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	3	06.03.2011	INFO GmbH	infogmbh	BerlinerKurier	berlinerkurier
berlin	2011	2	25.02.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	2	16.02.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2011	1	15.01.2011	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2011	1	10.01.2011	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2010	12	18.12.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	12	08.12.2010	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2010	11	27.11.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	11	01.11.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	10	27.10.2010	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2010	10	01.10.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	9	13.09.2010	Emnid	emnid	B.Z.	bz
berlin	2010	9	08.09.2010	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2010	8	30.08.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	7	30.07.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	6	25.06.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	6	09.06.2010	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2010	5	28.05.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	5	04.05.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	3	28.03.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	3	24.03.2010	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2010	3	01.03.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2010	2	15.02.2010	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	12	28.12.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	12	09.12.2009	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2009	12	01.12.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	11	02.11.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	9	25.09.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	9	11.09.2009	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2009	8	29.08.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	7	27.07.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	7	08.07.2009	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2009	6	28.06.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	6	02.06.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	5	09.05.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	4	16.04.2009	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2009	3	31.03.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	3	03.03.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2009	2	02.02.2009	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	12	29.12.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	12	10.12.2008	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2008	11	29.11.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	11	01.11.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	9	29.09.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	9	10.09.2008	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2008	9	02.09.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	7	28.07.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	6	29.06.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	6	11.06.2008	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2008	6	05.06.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	5	05.05.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	4	18.04.2008	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2008	3	28.03.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	3	12.03.2008	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2008	3	06.03.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2008	1	29.01.2008	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	12	28.12.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	12	12.12.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	11	21.11.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	11	15.11.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	10	23.10.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	10	11.10.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	9	25.09.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	9	12.09.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	8	26.08.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	7	27.07.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	7	04.07.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	7	01.07.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	6	06.06.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	5	28.05.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	5	02.05.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	5	01.05.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	4	04.04.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	3	19.03.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	3	08.03.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	2	20.02.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2007	2	07.02.2007	Infratestdimap	infratestdimap	RBB, BerlinerMorgenpost	rbb_berlinermorgenpost
berlin	2007	1	24.01.2007	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	12	30.12.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	11	27.11.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	10	22.10.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	9	10.09.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	9	09.09.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	9	08.09.2006	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
berlin	2006	9	07.09.2006	Infratestdimap	infratestdimap	RBB	rbb
berlin	2006	8	27.08.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	8	24.08.2006	Infratestdimap	infratestdimap	RBB	rbb
berlin	2006	8	19.08.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	8	06.08.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	8	03.08.2006	Infratestdimap	infratestdimap	ARD	ard
berlin	2006	7	26.07.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	7	02.07.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	6	23.06.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	6	05.06.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	5	16.05.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	5	07.05.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	4	18.04.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	4	02.04.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	3	19.03.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	3	06.03.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	2	19.02.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2006	2	12.02.2006	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2006	1	23.01.2006	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	12	19.12.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	11	15.11.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	10	15.10.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	9	10.09.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	9	04.09.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	8	17.08.2005	Infratestdimap	infratestdimap	RBB	rbb
berlin	2005	8	15.08.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	7	31.07.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	7	16.07.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	7	02.07.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	6	14.06.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	6	08.06.2005	Infratestdimap	infratestdimap	RBB	rbb
berlin	2005	6	04.06.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	5	17.05.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	4	30.04.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	4	17.04.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	4	04.04.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	3	14.03.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	3	06.03.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	1	18.01.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	1	30.01.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2005	1	18.01.2005	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2005	1	09.01.2005	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	12	20.12.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	12	05.12.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	11	20.11.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	10	31.10.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	10	17.10.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	10	02.10.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	9	12.09.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	8	16.08.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	8	01.08.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	7	19.07.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	7	04.07.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	6	19.06.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	5	30.05.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	5	17.05.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	5	02.05.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	4	13.04.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	4	04.04.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	3	13.03.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	2	29.02.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	2	16.02.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2004	1	31.01.2004	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2004	1	19.01.2004	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	12	28.12.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	12	13.12.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	12	06.12.2003	Infratestdimap	infratestdimap	RBB,Tagesspiegel	rbb_tagesspiegel
berlin	2003	11	30.11.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	11	15.11.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	11	02.11.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	10	20.10.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	9	28.09.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	9	13.09.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	8	31.08.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	8	30.08.2003	Infratestdimap	infratestdimap	RBB,Tagesspiegel	rbb_tagesspiegel
berlin	2003	8	18.08.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	8	03.08.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	7	19.07.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	6	29.06.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	6	17.06.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	6	01.06.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	5	17.05.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	4	27.04.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	4	12.04.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	3	30.03.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2003	2	15.02.2003	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2003	2	02.02.2003	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	12	29.12.2002	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	12	01.12.2002	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	11	23.11.2002	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2002	10	12.10.2002	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	9	15.09.2002	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	8	10.08.2002	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2002	7	14.07.2002	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	7	13.07.2002	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2002	6	23.06.2002	Emnid	emnid	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	5	16.05.2002	Forsa	forsa	BerlinerZeitung	berlinerzeitung
berlin	2002	4	28.04.2002	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	4	26.04.2002	Infratestdimap	infratestdimap	SFB	sfb
berlin	2002	3	31.03.2002	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	3	03.03.2002	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2002	1	27.01.2002	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2001	12	09.12.2001	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2001	10	18.10.2001	Forsa	forsa	Die Woche	diewoche
berlin	2001	10	12.10.2001	Infratestdimap	infratestdimap	SFB	sfb
berlin	2001	10	11.10.2001	Forsa	forsa	Die Woche	diewoche
berlin	2001	10	05.10.2001	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF, DerTagesspiegel	zdf_dertagesspiegel
berlin	2001	10	04.10.2001	Forsa	forsa	Die Woche	diewoche
berlin	2001	9	27.09.2001	Forsa	forsa	Die Woche	diewoche
berlin	2001	9	06.09.2001	Forsa	forsa	Die Woche	diewoche
berlin	2001	8	04.08.2001	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2001	7	20.07.2001	Infratestdimap	infratestdimap	SFB	sfb
berlin	2001	7	01.07.2001	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2001	6	22.06.2001	Infratestdimap	infratestdimap	SFB,Tagesspiegel	sfb_tagesspiegel
berlin	2001	6	13.06.2001	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2001	6	04.06.2001	Emnid	emnid	DER SPIEGEL	derspiegel
berlin	2001	6	02.06.2001	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2001	3	17.03.2001	Infratestdimap	infratestdimap	SFB,Tagesspiegel	sfb_tagesspiegel
berlin	2001	3	10.03.2001	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	2000	9	30.09.2000	Infratestdimap	infratestdimap	SFB,Tagesspiegel	sfb_tagesspiegel
berlin	2000	9	23.09.2000	Emnid	emnid	DER SPIEGEL	derspiegel
berlin	2000	4	17.04.2000	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	1999	10	02.10.1999	Info GmbH	infogmbh	BerlinerZeitung	berlinerzeitung
berlin	1999	10	01.10.1999	Infratestdimap	infratestdimap	SFB,Tagesspiegel	sfb_tagesspiegel
berlin	1999	9	26.09.1999	Forsa	forsa	Berliner Morgenpost	berlinermorgenpost
berlin	1999	8	07.08.1999	Info GmbH	infogmbh	BerlinerZeitung	berlinerzeitung
berlin	1999	7	03.07.1999	Infratestdimap	infratestdimap	SFB,Tagesspiegel	sfb_tagesspiegel
berlin	1999	6	27.06.1999	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	1999	3	27.03.1999	Infratestdimap	infratestdimap	SFB,Tagesspiegel	sfb_tagesspiegel
berlin	1999	1	26.01.1999	Forsa	forsa	BerlinerMorgenpost	berlinermorgenpost
berlin	1999	1	22.01.1999	Info GmbH	infogmbh	BerlinerZeitung	berlinerzeitung
berlin	1998	3	19.03.1998	Infratestdimap	infratestdimap	SFB,Tagesspiegel	sfb_tagesspiegel
brandenburg	2017	1	18.01.2017	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2016	11	30.11.2016	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2016	9	30.09.2016	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2016	5	25.05.2016	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2016	3	19.03.2016	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2016	1	04.01.2016	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2015	11	18.11.2015	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2015	9	19.09.2015	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2015	2	11.02.2015	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2015	1	04.01.2015	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2014	9	11.09.2014	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
brandenburg	2014	9	04.09.2014	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2014	9	04.09.2014	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
brandenburg	2014	8	27.08.2014	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2014	8	23.08.2014	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2014	8	08.08.2014	INSA	insa	BILD	bild
brandenburg	2014	6	04.06.2014	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2014	3	14.03.2014	Emnid	emnid	DIE LINKE-Landesverband	dielinkelandesverband
brandenburg	2014	1	05.01.2014	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2013	12	04.12.2013	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2013	8	28.08.2013	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2013	8	26.08.2013	GMS	gms	CDU-Landesverband	cdulandesverband
brandenburg	2013	5	29.05.2013	Infratestdimap	infratestdimap	RBB, MärkischeOderzeitung	rbb_maerkischeoderzeitung
brandenburg	2013	2	26.02.2013	Emnid	emnid	DIE LINKE-Landesverband	dielinkelandesverband
brandenburg	2013	1	02.01.2013	Forsa	forsa	MärkischeAllgemeine	maerkischeallgemeine
brandenburg	2012	9	20.09.2012	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2012	8	27.08.2012	GMS	gms	CDU-Landesverband	cdulandesverband
brandenburg	2012	3	21.03.2012	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
brandenburg	2012	3	07.03.2012	InfratestPolitik-forschung	infratestpolitikforschung	SPD-Landesverband	spdlandesverband
brandenburg	2012	2	08.02.2012	Emnid	emnid	DIE LINKE-Landesverband	dielinkelandesverband
brandenburg	2011	12	13.12.2011	Infratestdimap	infratestdimap	RBB, MärkischeAllgemeine	rbb_maerkischeallgemeine
