state	year	month	date	pollster	pollster_safe	purchaser	purchaser_safe
hessen	1999	1	20.01.1999	Forsa	forsa	Die Woche	diewoche
hessen	1999	1	14.01.1999	Forsa	forsa	Die Woche	diewoche
hessen	1999	1	14.01.1999	Infratestdimap	infratestdimap	HessischerRundfunk, FR	hessischerrundfunk_fr
hessen	1998	12	04.12.1998	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF, FAZ,FFH	zdf_faz_ffh
hessen	1998	11	06.11.1998	ForschungsgruppeWahlen	forschungsgruppewahlen	ZDF, FAZ,FFH	zdf_faz_ffh
hessen	1995	2	15.02.1995	Ipos	ipos	FAZ, FFH	faz_ffh
hessen	1995	2	12.02.1995	BasisResearch	basisresearch	Focus	focus
hessen	1995	2	10.02.1995	Allensbach	allensbach	?	
hessen	1995	1	30.01.1995	Ipos	ipos	FAZ, FFH	faz_ffh
mecklenburg-vorpommern	2017	1	19.01.2017	Forsa	forsa	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	2016	9	01.09.2016	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
mecklenburg-vorpommern	2016	8	31.08.2016	INSA	insa	Cicero	cicero
mecklenburg-vorpommern	2016	8	26.08.2016	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
mecklenburg-vorpommern	2016	8	25.08.2016	Infratestdimap	infratestdimap	ARD	ard
mecklenburg-vorpommern	2016	8	18.08.2016	Infratestdimap	infratestdimap	NDR, NK,OZ, SVZ	ndr_nk_oz_svz
mecklenburg-vorpommern	2016	8	12.08.2016	INSA	insa	BILD	bild
mecklenburg-vorpommern	2016	6	30.06.2016	Infratestdimap	infratestdimap	NDR, NK,OZ, SVZ	ndr_nk_oz_svz
mecklenburg-vorpommern	2016	4	28.04.2016	Infratestdimap	infratestdimap	NDR, NK,OZ, SVZ	ndr_nk_oz_svz
mecklenburg-vorpommern	2016	2	16.02.2016	INSA	insa	BILD	bild
mecklenburg-vorpommern	2016	1	21.01.2016	Marktforschungs-service Dukath	marktforschungsservicedukath	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	2015	1	15.01.2015	Marktforschungs-service Dukath	marktforschungsservicedukath	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	2014	5	07.05.2014	Infratestdimap	infratestdimap	NDR, SVZ	ndr_svz
mecklenburg-vorpommern	2014	3	08.03.2014	Marktforschungs-service Dukath	marktforschungsservicedukath	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	2013	9	14.09.2013	Emnid	emnid	SVZ,Nordkurier	svz_nordkurier
mecklenburg-vorpommern	2013	8	17.08.2013	Emnid	emnid	SVZ,Nordkurier	svz_nordkurier
mecklenburg-vorpommern	2011	8	26.08.2011	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
mecklenburg-vorpommern	2011	8	25.08.2011	Infratestdimap	infratestdimap	ARD	ard
mecklenburg-vorpommern	2011	8	24.08.2011	Forsa	forsa	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	2011	8	19.08.2011	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2011	8	14.08.2011	Emnid	emnid	SVZ,Nordkurier	svz_nordkurier
mecklenburg-vorpommern	2011	8	07.08.2011	Emnid	emnid	Focus	focus
mecklenburg-vorpommern	2011	8	04.08.2011	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2011	6	29.06.2011	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2011	4	13.04.2011	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2011	3	03.03.2011	Emnid	emnid	SVZ,Nordkurier	svz_nordkurier
mecklenburg-vorpommern	2011	1	21.01.2011	Forsa	forsa	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	2009	5	15.05.2009	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2009	1	13.01.2009	polis+sinus	polis+sinus	StaatskanzleiMV	staatskanzleimv
mecklenburg-vorpommern	2007	10	17.10.2007	Infratest	infratest	SPD-LV MV	spdlvmv
mecklenburg-vorpommern	2007	9	20.09.2007	Forsa	forsa	n-tv	ntv
mecklenburg-vorpommern	2006	9	08.09.2006	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
mecklenburg-vorpommern	2006	9	08.09.2006	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2006	9	07.09.2006	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2006	9	01.09.2006	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2006	8	25.08.2006	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2006	8	25.08.2006	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2006	8	23.08.2006	Forsa	forsa	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	2006	8	12.08.2006	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2006	8	03.08.2006	Infratestdimap	infratestdimap	ARD	ard
mecklenburg-vorpommern	2006	7	24.07.2006	Emnid	emnid	FDP MV	fdpmv
mecklenburg-vorpommern	2006	7	12.07.2006	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2006	6	12.06.2006	Emnid	emnid	CDU MV	cdumv
mecklenburg-vorpommern	2006	2	22.02.2006	Infratest	infratest	Friedrich-Ebert-Stiftung	friedrichebertstiftung
mecklenburg-vorpommern	2005	9	10.09.2005	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2005	8	29.08.2005	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2005	8	15.08.2005	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2004	9	25.09.2004	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2004	6	??.06.2004	Infratestdimap	infratestdimap	Infratestdimap	infratestdimap
mecklenburg-vorpommern	2004	5	08.05.2004	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2003	11	07.11.2003	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2003	6	21.06.2003	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2003	3	01.03.2003	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2002	9	16.09.2002	Emnid	emnid	AntenneMeckl.-Vorp.	antennemecklvorp
mecklenburg-vorpommern	2002	9	12.09.2002	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2002	9	09.09.2002	Emnid	emnid	AntenneMeckl.-Vorp.	antennemecklvorp
mecklenburg-vorpommern	2002	9	04.09.2002	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2002	9	02.09.2002	Emnid	emnid	AntenneMeckl.-Vorp.	antennemecklvorp
mecklenburg-vorpommern	2002	9	01.09.2002	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
mecklenburg-vorpommern	2002	8	28.08.2002	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2002	8	26.08.2002	Emnid	emnid	AntenneMeckl.-Vorp.	antennemecklvorp
mecklenburg-vorpommern	2002	8	19.08.2002	Emnid	emnid	AntenneMeckl.-Vorp.	antennemecklvorp
mecklenburg-vorpommern	2002	8	12.08.2002	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2002	8	02.08.2002	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2002	7	03.07.2002	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2002	6	22.06.2002	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2002	5	23.05.2002	Emnid	emnid	CDU	cdu
mecklenburg-vorpommern	2002	1	29.01.2002	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2002	1	24.01.2002	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	2001	11	03.11.2001	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2001	5	16.05.2001	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	2000	9	30.09.2000	Infratestdimap	infratestdimap	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	1999	9	25.09.1999	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	1999	2	26.02.1999	Infratestdimap	infratestdimap	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	1998	9	??.09.1998	Infratestdimap	infratestdimap	NDR, Ostsee-Zeitung	ndr_ostseezeitung
mecklenburg-vorpommern	1998	9	12.09.1998	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	1998	8	26.08.1998	Infratestdimap	infratestdimap	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	1998	8	08.08.1998	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	1998	7	21.07.1998	Infratestdimap	infratestdimap	NDR	ndr
mecklenburg-vorpommern	1998	4	08.04.1998	Infratestdimap	infratestdimap	Ostsee-Zeitung	ostseezeitung
mecklenburg-vorpommern	1998	3	20.03.1998	Emnid	emnid	SchwerinerVolkszeitung	schwerinervolkszeitung
mecklenburg-vorpommern	1994	9	??.09.1994	Infas	infas	NDR	ndr
mecklenburg-vorpommern	1994	2	20.02.1994	Emnid	emnid	DER SPIEGEL	derspiegel
niedersachsen	2017	5	27.05.2017	INSA	insa	BILD	bild
niedersachsen	2017	5	06.05.2017	Forsa	forsa	SPD-LV	spdlv
niedersachsen	2017	1	20.01.2017	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2017	1	11.01.2017	Forsa	forsa	SPD-LV	spdlv
niedersachsen	2016	10	19.10.2016	INSA	insa	BILD	bild
niedersachsen	2015	11	28.11.2015	Forsa	forsa	SPD-LV	spdlv
niedersachsen	2015	9	07.09.2015	INSA	insa	BILD	bild
niedersachsen	2015	7	03.07.2015	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2015	1	24.01.2015	GMS	gms	GMS	gms
niedersachsen	2014	1	20.01.2014	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2013	1	17.01.2013	GMS	gms	Sat.1Norddeutschland	sat1norddeutschland
niedersachsen	2013	1	12.01.2013	INFO GmbH	infogmbh	Focus	focus
niedersachsen	2013	1	10.01.2013	Infratestdimap	infratestdimap	ARD	ard
niedersachsen	2013	1	10.01.2013	GMS	gms	CDU inNiedersachsen	cduinniedersachsen
niedersachsen	2013	1	10.01.2013	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
niedersachsen	2013	1	03.01.2013	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2012	12	22.12.2012	INFO GmbH	infogmbh	Focus	focus
niedersachsen	2012	12	06.12.2012	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
niedersachsen	2012	12	06.12.2012	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2012	12	04.12.2012	GMS	gms	CDU inNiedersachsen	cduinniedersachsen
niedersachsen	2012	11	08.11.2012	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2012	9	20.09.2012	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2012	9	20.09.2012	GMS	gms	CDU inNiedersachsen	cduinniedersachsen
niedersachsen	2012	7	24.07.2012	Forsa	forsa	Stern	stern
niedersachsen	2012	7	19.07.2012	YouGov	yougov	BILD,radio ffn	bild_radioffn
niedersachsen	2012	5	16.05.2012	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2012	5	16.05.2012	GMS	gms	CDU inNiedersachsen	cduinniedersachsen
niedersachsen	2012	1	25.01.2012	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2011	5	06.05.2011	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2010	1	15.01.2010	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2008	1	18.01.2008	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
niedersachsen	2008	1	17.01.2008	Infratestdimap	infratestdimap	ARD	ard
niedersachsen	2008	1	07.01.2008	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2008	1	05.01.2008	Emnid	emnid	Bild amSonntag	bildamsonntag
niedersachsen	2007	12	29.12.2007	AMRDüsseldorf	amrduesseldorf	Der Spiegel	derspiegel
niedersachsen	2007	12	07.12.2007	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
niedersachsen	2007	11	07.11.2007	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2007	10	23.10.2007	Infratestdimap	infratestdimap	Cicero	cicero
niedersachsen	2007	10	18.10.2007	Emnid	emnid	CDU inNiedersachsen	cduinniedersachsen
niedersachsen	2007	9	06.09.2007	Infratestdimap	infratestdimap	ARD	ard
niedersachsen	2007	8	16.08.2007	Forsa	forsa	n-tv	ntv
niedersachsen	2007	5	31.05.2007	Forsa	forsa	n-tv	ntv
niedersachsen	2007	5	21.05.2007	Infratest	infratest	SPD-LV	spdlv
niedersachsen	2007	2	15.02.2007	Forsa	forsa	n-tv	ntv
niedersachsen	2007	1	26.01.2007	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2006	11	16.11.2006	Forsa	forsa	n-tv	ntv
niedersachsen	2006	10	19.10.2006	Forsa	forsa	n-tv	ntv
niedersachsen	2006	8	30.08.2006	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2006	8	03.08.2006	Forsa	forsa	NeuePresse, n-tv	neuepresse_ntv
niedersachsen	2006	6	08.06.2006	Forsa	forsa	n-tv	ntv
niedersachsen	2006	2	24.02.2006	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2005	3	01.03.2005	Forsa	forsa	SPD	spd
niedersachsen	2005	2	28.02.2005	Emnid	emnid	CDU	cdu
niedersachsen	2004	2	03.02.2004	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2004	1	25.01.2004	GMS	gms	Staatskanzlei	staatskanzlei
niedersachsen	2003	6	10.06.2003	Emnid	emnid	CDU	cdu
niedersachsen	2003	1	31.01.2003	Forsa	forsa	RTL	rtl
niedersachsen	2003	1	29.01.2003	Forsa	forsa	Stern	stern
niedersachsen	2003	1	23.01.2003	Emnid	emnid	n-tv	ntv
niedersachsen	2003	1	22.01.2003	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2003	1	22.01.2003	Forsa	forsa	Stern	stern
niedersachsen	2003	1	15.01.2003	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2003	1	15.01.2003	Forsa	forsa	Stern	stern
niedersachsen	2003	1	10.01.2003	Forschungs-gruppe Wahlen	forschungsgruppewahlen	ZDF	zdf
niedersachsen	2003	1	07.01.2003	Forsa	forsa	Stern	stern
niedersachsen	2002	12	06.12.2002	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2002	11	22.11.2002	Emnid	emnid	CDU	cdu
niedersachsen	2002	9	23.09.2002	Forsa	forsa	SPD	spd
niedersachsen	2002	9	06.09.2002	Emnid	emnid	Hit-RadioAntenne	hitradioantenne
niedersachsen	2002	6	14.06.2002	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2002	5	31.05.2002	Emnid	emnid	Hit-RadioAntenne	hitradioantenne
niedersachsen	2002	4	17.04.2002	Forsa	forsa	SPD	spd
niedersachsen	2002	3	01.03.2002	Emnid	emnid	Hit-RadioAntenne	hitradioantenne
niedersachsen	2002	3	01.03.2002	Forsa	forsa	SPD	spd
niedersachsen	2001	8	31.08.2001	Infratestdimap	infratestdimap	NDR	ndr
niedersachsen	2001	6	22.06.2001	Forsa	forsa	Staatskanzlei	staatskanzlei
niedersachsen	2001	2	20.02.2001	Forsa	forsa	Staatskanzlei	staatskanzlei
niedersachsen	1999	10	28.10.1999	Forsa	forsa	SPD	spd
niedersachsen	1999	10	28.10.1999	Infratestdimap	infratestdimap	NDR	ndr
nrw	2017	5	11.05.2017	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2017	5	11.05.2017	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2017	5	09.05.2017	INSA	insa	BILD	bild
nrw	2017	5	05.05.2017	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2017	5	04.05.2017	Infratestdimap	infratestdimap	ARD	ard
nrw	2017	4	28.04.2017	Forsa	forsa	KStA, Express	ksta_express
nrw	2017	4	25.04.2017	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2017	4	23.04.2017	Infratestdimap	infratestdimap	WDR	wdr
nrw	2017	4	11.04.2017	INSA	insa	BILD	bild
nrw	2017	3	19.03.2017	Infratestdimap	infratestdimap	WDR	wdr
nrw	2017	3	15.03.2017	Forsa	forsa	KStA, RTL,stern	ksta_rtl_stern
nrw	2017	3	05.03.2017	INSA	insa	BILD	bild
nrw	2017	2	19.02.2017	Infratestdimap	infratestdimap	WDR	wdr
nrw	2017	2	10.02.2017	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2017	1	27.01.2017	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2017	3	15.03.2017	Forsa	forsa	KStA, RTL,stern	ksta_rtl_stern
nrw	2017	1	21.01.2017	Emnid	emnid	Bild amSonntag	bildamsonntag
nrw	2016	10	30.10.2016	Infratestdimap	infratestdimap	WDR	wdr
nrw	2016	9	15.09.2016	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2016	9	11.09.2016	Mentefactum	mentefactum	RheinischePost	rheinischepost
nrw	2016	5	22.05.2016	Infratestdimap	infratestdimap	WDR	wdr
nrw	2016	4	29.04.2016	INSA	insa	BILD	bild
nrw	2016	2	21.02.2016	Infratestdimap	infratestdimap	WDR	wdr
nrw	2015	12	13.12.2015	Infratestdimap	infratestdimap	WDR	wdr
nrw	2015	12	02.12.2015	Forsa	forsa	KStA,stern	ksta_stern
nrw	2015	11	26.11.2015	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2015	9	06.09.2015	Infratestdimap	infratestdimap	WDR	wdr
nrw	2015	6	21.06.2015	Infratestdimap	infratestdimap	WDR	wdr
nrw	2015	6	02.06.2015	Forsa	forsa	KStA,stern	ksta_stern
nrw	2015	5	27.05.2015	INSA	insa	BILD	bild
nrw	2014	12	18.12.2014	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2014	12	07.12.2014	Infratestdimap	infratestdimap	WDR	wdr
nrw	2014	11	14.11.2014	Forsa	forsa	KStA	ksta
nrw	2014	9	02.09.2014	Forsa	forsa	KStA	ksta
nrw	2014	5	20.05.2014	YouGov	yougov	KStA	ksta
nrw	2014	5	11.05.2014	Infratestdimap	infratestdimap	WDR	wdr
nrw	2013	12	11.12.2013	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2013	12	08.12.2013	Infratestdimap	infratestdimap	WDR	wdr
nrw	2013	9	19.09.2013	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2013	9	07.09.2013	Infratestdimap	infratestdimap	WDR	wdr
nrw	2013	5	26.05.2013	Infratestdimap	infratestdimap	WDR	wdr
nrw	2013	4	25.04.2013	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2012	12	16.12.2012	Infratestdimap	infratestdimap	WDR	wdr
nrw	2012	9	27.09.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2012	6	13.06.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2012	5	11.05.2012	INFO GmbH	infogmbh	Handels-blatt	handelsblatt
nrw	2012	5	09.05.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2012	5	07.05.2012	YouGov	yougov	BILD	bild
nrw	2012	5	04.05.2012	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2012	5	03.05.2012	Infratestdimap	infratestdimap	ARD	ard
nrw	2012	5	03.05.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2012	5	02.05.2012	Forsa	forsa	stern	stern
nrw	2012	4	27.04.2012	Emnid	emnid	Focus	focus
nrw	2012	4	22.04.2012	Infratestdimap	infratestdimap	WDR	wdr
nrw	2012	4	20.04.2012	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2012	4	18.04.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2012	4	14.04.2012	INFO GmbH	infogmbh	Wirtschafts-woche	wirtschaftswoche
nrw	2012	3	25.03.2012	Infratestdimap	infratestdimap	WDR	wdr
nrw	2012	3	21.03.2012	Forsa	forsa	stern	stern
nrw	2012	3	15.03.2012	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2012	3	14.03.2012	Infratestdimap	infratestdimap	ARD	ard
nrw	2012	3	14.03.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2012	2	26.02.2012	Infratestdimap	infratestdimap	WDR	wdr
nrw	2012	2	08.02.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2012	1	19.01.2012	YouGov	yougov	KStA,Sat.1 NRW	ksta_sat1nrw
nrw	2011	12	27.12.2011	YouGov	yougov	BILD	bild
nrw	2011	12	15.12.2011	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2011	11	10.11.2011	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2011	10	16.10.2011	Infratestdimap	infratestdimap	WDR	wdr
nrw	2011	10	12.10.2011	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2011	9	20.09.2011	YouGov	yougov	Sat.1 NRW	sat1nrw
nrw	2011	8	07.08.2011	Emnid	emnid	Focus	focus
nrw	2011	7	13.07.2011	Forsa	forsa	stern	stern
nrw	2011	4	03.04.2011	Infratestdimap	infratestdimap	WDR	wdr
nrw	2011	3	13.03.2011	Emnid	emnid	Focus	focus
nrw	2011	2	02.02.2011	Forsa	forsa	stern	stern
nrw	2011	1	29.01.2011	Emnid	emnid	RheinischePost	rheinischepost
nrw	2011	1	25.01.2011	YouGov	yougov	BILD	bild
nrw	2010	12	19.12.2010	Infratestdimap	infratestdimap	WDR	wdr
nrw	2010	10	20.10.2010	Forsa	forsa	stern	stern
nrw	2010	7	11.07.2010	Infratestdimap	infratestdimap	WDR	wdr
nrw	2010	6	25.06.2010	Emnid	emnid	N24	n24
nrw	2010	5	27.05.2010	Emnid	emnid	RheinischePost	rheinischepost
nrw	2010	5	07.05.2010	YouGov	yougov	BILD	bild
nrw	2010	5	06.05.2010	Emnid	emnid	FDP-LVNRW	fdplvnrw
nrw	2010	5	06.05.2010	Forsa	forsa	stern.de	sternde
nrw	2010	5	05.05.2010	GMS	gms	Sat.1 NRW	sat1nrw
nrw	2010	5	02.05.2010	Emnid	emnid	Bild amSonntag	bildamsonntag
nrw	2010	4	30.04.2010	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2010	4	29.04.2010	Infratestdimap	infratestdimap	ARD	ard
nrw	2010	4	28.04.2010	Forsa	forsa	stern	stern
nrw	2010	4	24.04.2010	Emnid	emnid	Focus	focus
nrw	2010	4	23.04.2010	OmniQuest	omniquest	Kölner Stadt-Anzeiger	koelnerstadtanzeiger
nrw	2010	4	21.04.2010	Forsa	forsa	stern	stern
nrw	2010	4	14.04.2010	Forsa	forsa	stern	stern
nrw	2010	4	11.04.2010	Infratestdimap	infratestdimap	WDR	wdr
nrw	2010	4	09.04.2010	GMS	gms	Sat.1	sat1
nrw	2010	4	04.04.2010	Emnid	emnid	Bild amSonntag	bildamsonntag
nrw	2010	3	24.03.2010	Emnid	emnid	N24	n24
nrw	2010	3	19.03.2010	Forschungs-gruppeWahlen	forschungsgruppewahlen	ZDF	zdf
nrw	2010	3	12.03.2010	Emnid	emnid	BILD	bild
nrw	2010	3	04.03.2010	Infratestdimap	infratestdimap	ARD	ard
nrw	2010	3	03.03.2010	Forsa	forsa	stern	stern
nrw	2010	2	25.02.2010	GMS	gms	CDU-LVNRW	cdulvnrw
nrw	2010	2	03.02.2010	Forsa	forsa	stern	stern
nrw	2010	1	22.01.2010	Infratestdimap	infratestdimap	WDR	wdr
nrw	2010	1	19.01.2010	Forsa	forsa	stern,RTL	stern_rtl
nrw	2009	11	22.11.2009	Infratestdimap	infratestdimap	WDR	wdr
nrw	2009	11	18.11.2009	Forsa	forsa	stern,RTL	stern_rtl
nrw	2009	8	12.08.2009	GMS	gms	CDU-LVNRW	cdulvnrw
nrw	2009	6	14.06.2009	Infratestdimap	infratestdimap	WDR	wdr
nrw	2009	5	06.05.2009	Forsa	forsa	stern	stern
nrw	2009	3	01.03.2009	Infratestdimap	infratestdimap	WDR	wdr
nrw	2009	2	04.02.2009	Forsa	forsa	stern	stern
nrw	2009	1	29.01.2009	Emnid	emnid	CDU-LVNRW	cdulvnrw
nrw	2008	10	12.10.2008	Infratestdimap	infratestdimap	WDR	wdr
nrw	2008	10	08.10.2008	Forsa	forsa	stern	stern
nrw	2008	8	14.08.2008	Forsa	forsa	n-tv	ntv
nrw	2008	8	14.08.2008	Forsa	forsa	n-tv	ntv
nrw	2008	6	12.06.2008	Forsa	forsa	n-tv	ntv
nrw	2008	5	21.05.2008	Forsa	forsa	n-tv	ntv
nrw	2008	4	03.04.2008	Forsa	forsa	n-tv	ntv
nrw	2008	3	30.03.2008	Infratestdimap	infratestdimap	WDR	wdr
nrw	2008	2	29.02.2008	Emnid	emnid	WestfälischeRundschau	westfaelischerundschau
nrw	2008	2	06.02.2008	Forsa	forsa	n-tv	ntv
nrw	2008	2	02.02.2008	Emnid	emnid	RheinischePost	rheinischepost
nrw	2007	11	11.11.2007	Infratestdimap	infratestdimap	WDR	wdr
nrw	2007	11	10.11.2007	Emnid	emnid	LReg NRW	lregnrw
nrw	2007	11	07.11.2007	Forsa	forsa	n-tv	ntv
nrw	2007	9	13.09.2007	Forsa	forsa	n-tv	ntv
nrw	2007	8	06.08.2007	Emnid	emnid	LReg NRW	lregnrw
nrw	2007	8	05.08.2007	Infratestdimap	infratestdimap	WDR	wdr
nrw	2007	5	02.05.2007	Emnid	emnid	Emnid	emnid
nrw	2007	3	08.03.2007	Emnid	emnid	LReg NRW	lregnrw
nrw	2007	1	18.01.2007	Emnid	emnid	RheinischePost	rheinischepost
nrw	2007	1	14.01.2007	Infratestdimap	infratestdimap	WDR	wdr
nrw	2006	10	27.10.2006	Forsa	forsa	WAZ	waz
nrw	2006	8	14.08.2006	Emnid	emnid	CDU-LVNRW	cdulvnrw
nrw	2006	8	13.08.2006	Infratestdimap	infratestdimap	WDR	wdr
nrw	2006	7	19.07.2006	Forsa	forsa	n-tv,WestfälischeRundschau	ntv_westfaelischerundschau
nrw	2006	5	22.05.2006	GMS	gms	CDU-LVNRW	cdulvnrw
nrw	2006	5	21.05.2006	Infratestdimap	infratestdimap	WDR	wdr
nrw	2006	5	18.05.2006	Forsa	forsa	n-tv,WestfälischeRundschau	ntv_westfaelischerundschau
nrw	2006	5	15.05.2006	Emnid	emnid	Emnid	emnid
